,,,pop_served,weighted_value,avg_contamination
Alamosa,Uranium,2009,9133,3196.5499999999997,0.35
Alamosa,Uranium,2010,85,29.749999999999996,0.35
Albany,Arsenic,2002,33000,80500.0,2.4393939393939394
Albany,Arsenic,2003,2000,5000.0,2.5
Albany,Arsenic,2004,101082,252705.0,2.5
Albany,Arsenic,2005,196865,428638.5,2.177322022705915
Albany,Arsenic,2006,196921,492302.5,2.5
Albany,Arsenic,2007,246366,422948.0,1.7167466289991313
Albany,Arsenic,2008,282205,476006.5,1.6867401357169434
Albany,Arsenic,2009,277541,695018.5,2.504201181086758
Albany,Arsenic,2010,279726,196068.19999999998,0.7009294809921136
Albany,Arsenic,2011,278521,69630.25,0.25
Albany,Arsenic,2012,268587,671082.5,2.4985665724700006
Albany,Arsenic,2013,280475,257438.05,0.9178645155539709
Albany,Arsenic,2014,277646,111635.8,0.40207962657484714
Albany,Arsenic,2015,281576,190450.4,0.6763729863340625
Albany,Arsenic,2016,270586,178003.4,0.6578440865381061
Albany,DEHP,2001,132082,32548.86,0.24642918792871096
Albany,DEHP,2004,2000,600.0,0.3
Albany,DEHP,2005,205585,61675.49999999999,0.3
Albany,DEHP,2006,134482,40340.2,0.2999672818667182
Albany,DEHP,2007,280046,84013.8,0.3
Albany,DEHP,2008,202430,60728.99999999999,0.3
Albany,DEHP,2009,112900,33870.0,0.3
Albany,DEHP,2010,275746,82723.8,0.3
Albany,DEHP,2011,279321,83796.3,0.3
Albany,DEHP,2012,113755,34126.5,0.3
Albany,DEHP,2013,280475,84142.5,0.3
Albany,DEHP,2014,201146,60343.799999999996,0.3
Albany,DEHP,2015,183837,55151.1,0.3
Albany,DEHP,2016,280475,84142.5,0.3
Albany,Nitrates,1999,101082,10108200.0,100.0
Albany,Nitrates,2000,101082,1010820.0,10.0
Albany,Nitrates,2001,101082,12129840.0,120.0
Albany,Nitrates,2002,132187,20487610.0,154.9895980694017
Albany,Nitrates,2003,101082,6064920.0,60.0
Albany,Nitrates,2004,101082,5054100.0,50.0
Albany,Nitrates,2005,276991,197260520.0,712.1549797646855
Albany,Nitrates,2006,280675,140356510.0,500.06772958047566
Albany,Nitrates,2007,285055,129168020.0,453.1336759572714
Albany,Nitrates,2008,284440,112574820.0,395.7770355786809
Albany,Nitrates,2009,283866,106091150.0,373.73672789273814
Albany,Nitrates,2010,284410,92817580.0,326.35132379311557
Albany,Nitrates,2011,284320,82249470.0,289.28485509285315
Albany,Nitrates,2012,270592,78837250.0,291.35100076868497
Albany,Nitrates,2013,283111,111274970.0,393.0436118695494
Albany,Nitrates,2014,283631,123850970.0,436.6623182938395
Albany,Nitrates,2015,284500,120621560.0,423.97736379613355
Albany,Nitrates,2016,274157,117495750.0,428.5710377630336
Albany,Uranium,2008,174543,79803.07,0.4572115180786397
Albany,Uranium,2012,30000,7500.0,0.25
Albany,Uranium,2015,9889,9889.0,1.0
Alexander,Arsenic,2010,99,247.5,2.5
Alexander,Arsenic,2011,84,210.0,2.5
Alexander,Arsenic,2012,165,412.5,2.5
Alexander,Arsenic,2013,99,247.5,2.5
Alexander,Arsenic,2014,84,210.0,2.5
Alexander,DEHP,2011,84,55.440000000000005,0.66
Alexander,DEHP,2012,264,174.24,0.66
Alexander,DEHP,2014,84,55.440000000000005,0.66
Alexander,Nitrates,2010,348,520500.0,1495.6896551724137
Alexander,Nitrates,2011,348,438000.0,1258.6206896551723
Alexander,Nitrates,2012,348,174000.0,500.0
Alexander,Nitrates,2013,348,586500.0,1685.344827586207
Alexander,Nitrates,2014,353,601500.0,1703.9660056657224
Alexander,Uranium,2010,84,42.0,0.5
Alexander,Uranium,2013,264,132.0,0.5
Alexander,Uranium,2014,99,49.5,0.5
Allamakee,Arsenic,2000,50,125.0,2.5
Allamakee,Arsenic,2001,3897,1948.5,0.5
Allamakee,Arsenic,2002,1521,760.5,0.5
Allamakee,Arsenic,2003,6780,3390.0,0.5
Allamakee,Arsenic,2004,4975,2487.5,0.5
Allamakee,Arsenic,2005,2232,1116.0,0.5
Allamakee,Arsenic,2006,30,150.0,5.0
Allamakee,Arsenic,2009,50,50.0,1.0
Allamakee,Arsenic,2010,40,40.0,1.0
Allamakee,Arsenic,2012,4419,3671.1,0.8307535641547862
Allamakee,Arsenic,2013,4941,2470.5,0.5
Allamakee,Arsenic,2014,2232,1116.0,0.5
Allamakee,DEHP,1999,3897,9742.5,2.5
Allamakee,DEHP,2000,1605,870.5,0.542367601246106
Allamakee,DEHP,2001,2277,1228.5,0.5395256916996047
Allamakee,DEHP,2004,3897,1169.1,0.3
Allamakee,DEHP,2005,3897,1169.1,0.3
Allamakee,DEHP,2006,1635,804.7,0.49217125382263
Allamakee,DEHP,2007,2277,1129.5,0.49604743083003955
Allamakee,DEHP,2010,3937,1189.1,0.3020320040640081
Allamakee,DEHP,2011,3897,1169.1,0.3
Allamakee,DEHP,2012,1571,785.5,0.5
Allamakee,DEHP,2013,2277,1129.5,0.49604743083003955
Allamakee,DEHP,2016,3937,1189.1,0.3020320040640081
Allamakee,Nitrates,1999,7779,7404050.0,951.7997171872992
Allamakee,Nitrates,2000,7779,7770800.0,998.9458799331534
Allamakee,Nitrates,2001,7779,9203300.0,1183.0955135621546
Allamakee,Nitrates,2002,7779,9198880.0,1182.5273171358785
Allamakee,Nitrates,2003,7779,10116960.0,1300.5476282298496
Allamakee,Nitrates,2004,7779,5629410.0,723.6675665252603
Allamakee,Nitrates,2005,7779,4348610.0,559.0191541329219
Allamakee,Nitrates,2006,7809,1384800.0,177.33384556281214
Allamakee,Nitrates,2007,7779,6252950.000000001,803.8243990230108
Allamakee,Nitrates,2008,7779,5232960.0,672.7034323177786
Allamakee,Nitrates,2009,7819,7079100.0,905.3715308863026
Allamakee,Nitrates,2010,7785,6805400.000000001,874.1682723185614
Allamakee,Nitrates,2011,7785,5772409.999999999,741.4784842646113
Allamakee,Nitrates,2012,7785,6792309.999999999,872.4868336544636
Allamakee,Nitrates,2013,7785,5798560.0,744.8375080282594
Allamakee,Nitrates,2014,7740,7404299.999999999,956.627906976744
Allamakee,Nitrates,2015,7740,7204450.000000001,930.8074935400518
Allamakee,Nitrates,2016,7740,7594150.0,981.156330749354
Allegany,Arsenic,1999,49646,21844.239999999998,0.43999999999999995
Allegany,Arsenic,2000,47497,43104.42,0.9075187906604627
Allegany,Arsenic,2001,55768,89593.92,1.6065471237985942
Allegany,Arsenic,2002,58977,34445.84,0.5840554792546246
Allegany,Arsenic,2003,56437,81777.42,1.4490036678065807
Allegany,Arsenic,2004,57169,108697.73000000001,1.9013404117616193
Allegany,Arsenic,2005,61257,65431.14000000001,1.0681414368970077
Allegany,Arsenic,2006,62307,90158.92,1.4470110902466817
Allegany,Arsenic,2007,40683,92481.87,2.2732313251235157
Allegany,Arsenic,2008,38052,75782.79,1.9915586565752128
Allegany,Arsenic,2009,62628,44887.770000000004,0.7167364437631731
Allegany,Arsenic,2010,67392,79723.12,1.1829760208926874
Allegany,Arsenic,2011,61086,13248.26,0.21687882657237337
Allegany,Arsenic,2012,65728,19041.68,0.28970423563777997
Allegany,Arsenic,2013,65957,15729.18,0.23847628000060647
Allegany,Arsenic,2014,60439,69617.5,1.1518638627376363
Allegany,Arsenic,2015,69267,59252.3,0.8554188863383718
Allegany,Arsenic,2016,13630,13631.8,1.0001320616287601
Allegany,DEHP,1999,52016,13146.640000000001,0.252742233159028
Allegany,DEHP,2000,44293,8372.1,0.18901632312103495
Allegany,DEHP,2001,55793,73105.41,1.3102971698958652
Allegany,DEHP,2002,54738,31673.26,0.5786338558222807
Allegany,DEHP,2003,43508,74054.16,1.702081456283902
Allegany,DEHP,2004,52368,28749.0,0.548980293308891
Allegany,DEHP,2005,44648,50709.2,1.1357552409962373
Allegany,DEHP,2006,48478,56528.6,1.166067081975329
Allegany,DEHP,2007,64568,29335.760000000002,0.45433899145087353
Allegany,DEHP,2008,64576,40563.47,0.628150861000991
Allegany,DEHP,2009,48133,9889.54,0.2054627802131594
Allegany,DEHP,2010,53203,13454.619999999999,0.252892130143037
Allegany,DEHP,2011,55087,14703.779999999999,0.26691923684353835
Allegany,DEHP,2012,45543,5559.38,0.12206881408778517
Allegany,DEHP,2013,54123,10406.58,0.19227648134804057
Allegany,DEHP,2014,62524,33024.799999999996,0.5281939735141705
Allegany,DEHP,2015,51316,78427.8,1.5283303453114039
Allegany,DEHP,2016,8775,2565.0999999999995,0.29231908831908826
Allegany,Nitrates,1999,49646,26557050.0,534.9282923095516
Allegany,Nitrates,2000,49191,18449660.0,375.0616982781403
Allegany,Nitrates,2001,61950,52713050.0,850.8966908797418
Allegany,Nitrates,2002,69252,27305550.0,394.29258360769364
Allegany,Nitrates,2003,73698,108372950.0,1470.5005563244592
Allegany,Nitrates,2004,74023,70950420.0,958.4915499236723
Allegany,Nitrates,2005,70941,56449950.0,795.7309595297501
Allegany,Nitrates,2006,73493,64541710.0,878.2021417005701
Allegany,Nitrates,2007,47471,35885570.0,755.947209875503
Allegany,Nitrates,2008,41221,32783090.0,795.3006962470586
Allegany,Nitrates,2009,70533,29909890.0,424.05526491145986
Allegany,Nitrates,2010,74530,53150880.0,713.1474573997048
Allegany,Nitrates,2011,74690,61676660.0,825.7686437274066
Allegany,Nitrates,2012,74287,54446570.0,732.9219109669256
Allegany,Nitrates,2013,74215,51856630.0,698.7351613555211
Allegany,Nitrates,2014,72138,53455750.0,741.0206825806093
Allegany,Nitrates,2015,70653,51570520.0,729.9126717902991
Allegany,Nitrates,2016,22084,14503100.0,656.7243253033871
Allegany,Uranium,2007,3500,2135.0,0.61
Allegany,Uranium,2010,850,238.00000000000003,0.28
Allegany,Uranium,2013,2900,1827.0,0.63
Allegany,Uranium,2015,27039,2703.9,0.1
Allegany,Uranium,2016,5700,342.0,0.06
Alleghany,Arsenic,2010,566,1415.0,2.5
Alleghany,Arsenic,2011,420,1050.0,2.5
Alleghany,Arsenic,2012,690,1725.0,2.5
Alleghany,Arsenic,2013,2713,6782.5,2.5
Alleghany,Arsenic,2014,420,1050.0,2.5
Alleghany,DEHP,2010,1824,1203.8400000000001,0.66
Alleghany,DEHP,2011,420,277.2,0.6599999999999999
Alleghany,DEHP,2012,1300,858.0,0.66
Alleghany,DEHP,2013,2103,1387.98,0.66
Alleghany,DEHP,2014,420,277.2,0.6599999999999999
Alleghany,Nitrates,2010,3080,1900740.0,617.1233766233767
Alleghany,Nitrates,2011,3080,2317780.0,752.525974025974
Alleghany,Nitrates,2012,3124,2505339.9999999995,801.9654289372597
Alleghany,Nitrates,2013,3504,2778030.0,792.8167808219179
Alleghany,Nitrates,2014,3301,3138100.0,950.6513177824902
Alleghany,Uranium,2013,2713,1356.5,0.5
Allegheny,Arsenic,2000,85170,42585.0,0.5
Allegheny,Arsenic,2001,3144,11004.0,3.5
Allegheny,Arsenic,2002,1040237,692118.5,0.6653469353618454
Allegheny,Arsenic,2003,665005,464502.49999999994,0.6984947481597882
Allegheny,Arsenic,2004,410278,262261.8,0.6392294980476653
Allegheny,Arsenic,2005,250000,175000.0,0.7
Allegheny,Arsenic,2006,1417669,931851.3,0.6573123204358705
Allegheny,Arsenic,2007,1395076,1074660.8,0.7703241973913967
Allegheny,Arsenic,2008,1388522,1074846.4000000001,0.7740938926426806
Allegheny,Arsenic,2009,1414709,1094369.3000000003,0.7735649522269246
Allegheny,Arsenic,2010,1365012,910435.5000000001,0.666979850726587
Allegheny,Arsenic,2011,1357046,912356.6,0.6723107396506824
Allegheny,Arsenic,2012,1296409,1336479.7000000002,1.0309089955407593
Allegheny,Arsenic,2013,1193071,0.0,0.0
Allegheny,Arsenic,2014,1194145,808809.2999999999,0.677312470428633
Allegheny,Arsenic,2015,1292391,897066.9,0.6941141651404258
Allegheny,Arsenic,2016,1682446,1132111.25,0.6728960394568384
Allegheny,DEHP,1999,8567,4058.16,0.47369674331738065
Allegheny,DEHP,2000,1358765,388774.00000000006,0.2861230602790034
Allegheny,DEHP,2001,270856,81256.79999999999,0.29999999999999993
Allegheny,DEHP,2002,270856,81256.79999999999,0.29999999999999993
Allegheny,DEHP,2003,1358765,407629.50000000006,0.30000000000000004
Allegheny,DEHP,2004,270856,81256.79999999999,0.29999999999999993
Allegheny,DEHP,2005,270856,81256.79999999999,0.29999999999999993
Allegheny,DEHP,2006,1358765,440029.50000000006,0.3238451829418627
Allegheny,DEHP,2007,390856,117256.79999999999,0.3
Allegheny,DEHP,2008,390856,117256.79999999999,0.3
Allegheny,DEHP,2009,1358765,407629.50000000006,0.30000000000000004
Allegheny,DEHP,2010,390856,117256.79999999999,0.3
Allegheny,DEHP,2011,1433189,429956.7,0.3
Allegheny,DEHP,2012,485872,145761.6,0.3
Allegheny,DEHP,2013,370079,0.0,0.0
Allegheny,DEHP,2014,1272980,386810.67,0.3038623309085767
Allegheny,DEHP,2015,599127,367238.1,0.6129553500342999
Allegheny,DEHP,2016,869981,353485.75,0.4063143333015319
Allegheny,Nitrates,1999,1438069,1349681070.0,938.5370729777222
Allegheny,Nitrates,2000,1420425,1167462160.0,821.9104563774927
Allegheny,Nitrates,2001,1417669,1101290480.0,776.8318838882701
Allegheny,Nitrates,2002,1417669,1155519650.0,815.0842333436084
Allegheny,Nitrates,2003,1417669,967851090.0,682.7059701524122
Allegheny,Nitrates,2004,1419670,995357500.0,701.1189220030006
Allegheny,Nitrates,2005,1417669,919703680.0,648.7435924746891
Allegheny,Nitrates,2006,1414525,1069335250.0,755.9677276824376
Allegheny,Nitrates,2007,1398826,1304598650.0,932.6382623714458
Allegheny,Nitrates,2008,1383999,1211193320.0,875.1403144077416
Allegheny,Nitrates,2009,1383999,1181637850.0,853.785190596236
Allegheny,Nitrates,2010,1414709,1296972620.0,916.776962612099
Allegheny,Nitrates,2011,1432787,1178467440.0,822.5000924771093
Allegheny,Nitrates,2012,1296409,896986700.0,691.9010127205227
Allegheny,Nitrates,2013,1268473,794251920.0,626.1480693715988
Allegheny,Nitrates,2014,1272980,909580290.0,714.5283429433298
Allegheny,Nitrates,2015,1292391,780556670.0,603.9632510594704
Allegheny,Nitrates,2016,1760750,1191295470.0,676.5841090444413
Allegheny,Uranium,2002,393465,535542.51,1.3610931340779993
Allegheny,Uranium,2003,1157663,1328346.25,1.1474377690225912
Allegheny,Uranium,2005,278534,118456.28,0.4252848126261067
Allegheny,Uranium,2011,1292928,825184.4600000001,0.6382292440104941
Allegheny,Uranium,2014,359848,263086.35,0.7311041050665836
Allegheny,Uranium,2015,2921,7068.82,2.42
Allen,Arsenic,1999,14530,13508.7,0.9297109428768067
Allen,Arsenic,2000,14530,16236.84,1.1174700619408122
Allen,Arsenic,2001,14530,11769.34,0.8100027529249828
Allen,Arsenic,2002,14530,16485.86,1.1346083964211975
Allen,Arsenic,2003,14530,23082.91,1.5886379903647625
Allen,Arsenic,2004,14530,5520.0,0.3799036476256022
Allen,Arsenic,2005,14530,7265.0,0.5
Allen,Arsenic,2006,14530,10613.3,0.730440467997247
Allen,Arsenic,2007,14530,10632.8,0.7317825189263593
Allen,Arsenic,2008,14530,7265.0,0.5
Allen,Arsenic,2009,14530,10435.4,0.7181968341362698
Allen,Arsenic,2010,27071,98562.28,3.6408806471870268
Allen,Arsenic,2011,27551,96223.05,3.492542920402163
Allen,Arsenic,2012,27650,98084.26000000001,3.547351175406872
Allen,Arsenic,2013,24276,85737.75,3.5317906574394464
Allen,Arsenic,2014,24432,93000.45999999999,3.8065021283562537
Allen,Arsenic,2015,24331,106300.95999999999,4.368951543298672
Allen,Arsenic,2016,14200,12245.0,0.8623239436619718
Allen,DEHP,1999,6980,2094.0,0.3
Allen,DEHP,2000,6980,2094.0,0.3
Allen,DEHP,2001,6980,2094.0,0.3
Allen,DEHP,2002,6980,2094.0,0.3
Allen,DEHP,2005,6980,2443.0,0.35
Allen,DEHP,2008,6980,3350.4,0.48000000000000004
Allen,DEHP,2011,6980,4606.8,0.66
Allen,DEHP,2014,6864,3294.72,0.48
Allen,Nitrates,1999,14530,8467180.0,582.7377838953888
Allen,Nitrates,2000,14530,9419460.0,648.2766689607708
Allen,Nitrates,2001,14530,19100060.0,1314.5258086717138
Allen,Nitrates,2002,14530,10195319.999999998,701.6737783895387
Allen,Nitrates,2003,14530,15202160.0,1046.260151410874
Allen,Nitrates,2004,14530,18071040.0,1243.705437026841
Allen,Nitrates,2005,14530,12882620.0,886.6221610461115
Allen,Nitrates,2006,14530,14826099.999999998,1020.3785271851341
Allen,Nitrates,2007,14530,8141250.0,560.3062629043359
Allen,Nitrates,2008,14530,11470840.0,789.459050240881
Allen,Nitrates,2009,14530,11726770.0,807.072952512044
Allen,Nitrates,2010,14530,7029130.0,483.7666896077082
Allen,Nitrates,2011,14530,9014500.0,620.4060564349621
Allen,Nitrates,2012,14530,11128120.0,765.8719889883
Allen,Nitrates,2013,14414,13520740.0,938.0283058137921
Allen,Nitrates,2014,14414,11109290.0,770.7291522131261
Allen,Nitrates,2015,14313,9335910.0,652.2678683714106
Allen,Nitrates,2016,14200,7197520.0,506.86760563380284
Allen,Uranium,2008,1927,963.5,0.5
Allen,Uranium,2009,6980,3490.0,0.5
Allen,Uranium,2010,6980,69.8,0.01
Allen,Uranium,2013,3258,4854.42,1.49
Allendale,Arsenic,2006,3451,8627.5,2.5
Allendale,Arsenic,2007,4052,10130.0,2.5
Allendale,Arsenic,2008,3206,8015.0,2.5
Allendale,Arsenic,2009,7262,18155.0,2.5
Allendale,Arsenic,2010,245,612.5,2.5
Allendale,Arsenic,2012,5954,14885.0,2.5
Allendale,Arsenic,2013,4052,10130.0,2.5
Allendale,Arsenic,2015,5715,14287.5,2.5
Allendale,Arsenic,2016,3882,9705.0,2.5
Allendale,Nitrates,2005,7503,79930.0,10.653072104491537
Allendale,Nitrates,2006,7503,97080.0,12.938824470211916
Allendale,Nitrates,2007,7503,77480.0,10.326536052245768
Allendale,Nitrates,2008,7503,101980.0,13.591896574703451
Allendale,Nitrates,2009,7507,129220.0,17.213267616890903
Allendale,Nitrates,2010,7507,84870.0,11.305448248301586
Allendale,Nitrates,2011,7507,94670.0,12.61089649660317
Allendale,Nitrates,2012,10006,102510.0,10.244853088147112
Allendale,Nitrates,2013,10006,146610.0,14.652208674795123
Allendale,Nitrates,2014,9785,129700.0,13.254982115482882
Allendale,Nitrates,2015,9785,169150.0,17.286663260091977
Allendale,Nitrates,2016,8438,184450.0,21.85944536620052
Allendale,Uranium,2012,4052,2026.0,0.5
Allendale,Uranium,2013,2499,1249.5,0.5
Allendale,Uranium,2016,2041,1020.5,0.5
Alpine,Arsenic,2000,2650,2650.0,1.0
Alpine,Arsenic,2001,2650,2650.0,1.0
Alpine,Arsenic,2002,2650,2650.0,1.0
Alpine,Arsenic,2003,2700,2700.0,1.0
Alpine,Arsenic,2004,2720,2720.0,1.0
Alpine,Arsenic,2005,2650,2650.0,1.0
Alpine,Arsenic,2006,2700,2700.0,1.0
Alpine,Arsenic,2007,2675,2675.0,1.0
Alpine,Arsenic,2008,2751,2751.0,1.0
Alpine,Arsenic,2009,2650,2650.0,1.0
Alpine,Arsenic,2010,2745,2745.0,1.0
Alpine,Arsenic,2011,2720,2720.0,1.0
Alpine,Arsenic,2012,2675,2675.0,1.0
Alpine,Arsenic,2013,2821,2821.0,1.0
Alpine,Arsenic,2014,2650,2650.0,1.0
Alpine,Arsenic,2015,2650,2650.0,1.0
Alpine,Arsenic,2016,2821,2821.0,1.0
Alpine,DEHP,2010,25,37.5,1.5
Alpine,Nitrates,2000,2650,79500.0,30.0
Alpine,Nitrates,2001,2650,53000.0,20.0
Alpine,Nitrates,2002,2650,53000.0,20.0
Alpine,Nitrates,2003,2725,64750.0,23.761467889908257
Alpine,Nitrates,2004,2720,85900.0,31.580882352941178
Alpine,Nitrates,2005,2650,53000.0,20.0
Alpine,Nitrates,2006,2700,69000.0,25.555555555555557
Alpine,Nitrates,2007,2770,55400.0,20.0
Alpine,Nitrates,2008,2751,76230.0,27.709923664122137
Alpine,Nitrates,2009,2675,53250.0,19.906542056074766
Alpine,Nitrates,2010,2720,81700.0,30.03676470588235
Alpine,Nitrates,2011,2650,53000.0,20.0
Alpine,Nitrates,2012,2650,53000.0,20.0
Alpine,Nitrates,2013,2821,103530.0,36.69975186104218
Alpine,Nitrates,2014,2821,95370.0,33.80716058135413
Alpine,Nitrates,2015,2770,660800.0,238.55595667870037
Alpine,Nitrates,2016,2821,590160.0,209.20241049273307
Alpine,Uranium,2001,50,77.5,1.55
Alpine,Uranium,2002,2650,1987.5,0.75
Alpine,Uranium,2003,2700,2059.0,0.7625925925925926
Alpine,Uranium,2004,95,194.79999999999998,2.0505263157894733
Alpine,Uranium,2005,171,429.0999999999999,2.509356725146198
Alpine,Uranium,2006,101,333.29999999999995,3.2999999999999994
Alpine,Uranium,2013,2650,1325.0,0.5
Alpine,Uranium,2014,101,167.66,1.66
Alpine,Uranium,2015,101,22.22,0.22
Amador,Arsenic,2000,31016,31016.0,1.0
Amador,Arsenic,2001,5700,5700.0,1.0
Amador,Arsenic,2002,8606,14690.3,1.7069834998838018
Amador,Arsenic,2003,6405,6405.0,1.0
Amador,Arsenic,2004,5860,5860.0,1.0
Amador,Arsenic,2005,8321,10039.2,1.2064896046148301
Amador,Arsenic,2006,5810,5810.0,1.0
Amador,Arsenic,2007,670,878.0,1.31044776119403
Amador,Arsenic,2008,2876,5500.6,1.9125869262865092
Amador,Arsenic,2009,110,110.0,1.0
Amador,Arsenic,2010,160,160.0,1.0
Amador,Arsenic,2011,2581,2581.0,1.0
Amador,Arsenic,2013,14773,14773.0,1.0
Amador,Arsenic,2014,15094,15094.0,1.0
Amador,Arsenic,2015,15579,15579.0,1.0
Amador,Arsenic,2016,16221,16221.0,1.0
Amador,DEHP,2002,600,900.0,1.5
Amador,DEHP,2003,600,900.0,1.5
Amador,Nitrates,2000,31466,6475400.0,205.79037691476515
Amador,Nitrates,2001,5955,229650.0,38.56423173803527
Amador,Nitrates,2002,8411,4140949.9999999995,492.325526096778
Amador,Nitrates,2003,6860,424400.0,61.86588921282799
Amador,Nitrates,2004,6155,245450.0,39.87814784727863
Amador,Nitrates,2005,8651,4516070.0,522.0286672061034
Amador,Nitrates,2006,6365,1723750.0,270.81696779261586
Amador,Nitrates,2007,3531,5064490.0,1434.293401302747
Amador,Nitrates,2008,3113,4806530.0,1544.0186315451333
Amador,Nitrates,2009,3713,5264690.0,1417.9073525451117
Amador,Nitrates,2010,3713,5544749.999999999,1493.334231079989
Amador,Nitrates,2011,3113,6335970.0,2035.326052039833
Amador,Nitrates,2012,2925,7284990.0,2490.594871794872
Amador,Nitrates,2013,15500,629430.0,40.608387096774194
Amador,Nitrates,2014,15500,513570.0,33.13354838709677
Amador,Nitrates,2015,16160,4849030.0,300.0637376237624
Amador,Nitrates,2016,16641,3502200.0,210.45610239769243
Amador,Uranium,2001,255,512.55,2.01
Amador,Uranium,2002,2536,2218.1,0.8746451104100946
Amador,Uranium,2003,14730,10207.400000000001,0.6929667345553293
Amador,Uranium,2004,160,120.0,0.75
Amador,Uranium,2005,5700,2850.0,0.5
Amador,Uranium,2006,160,238.4,1.49
Amador,Uranium,2007,925,8087.449999999999,8.743189189189188
Amador,Uranium,2008,100,733.0,7.33
Amador,Uranium,2009,140,603.4000000000001,4.3100000000000005
Amador,Uranium,2010,295,665.7,2.2566101694915255
Amador,Uranium,2011,2506,1401.8,0.5593774940143655
Amador,Uranium,2012,8870,4433.4,0.49981961668545655
Amador,Uranium,2013,1455,4827.5,3.3178694158075603
Amador,Uranium,2014,200,1677.2,8.386000000000001
Amador,Uranium,2015,1040,2560.7999999999997,2.462307692307692
Amador,Uranium,2016,357,509.41999999999996,1.4269467787114845
Anderson,Arsenic,1999,22612,32595.2,1.4415000884486113
Anderson,Arsenic,2000,22908,33966.79,1.4827479483149992
Anderson,Arsenic,2001,22612,62710.15,2.773312842738369
Anderson,Arsenic,2002,22612,30611.0,1.3537502211215284
Anderson,Arsenic,2003,22612,30611.0,1.3537502211215284
Anderson,Arsenic,2004,22908,50064.0,2.185437401781037
Anderson,Arsenic,2005,24857,16326.5,0.6568169932011103
Anderson,Arsenic,2006,24009,14206.5,0.5917156066475072
